dense_id	source_id	cfa_node_ids
159	contig_135	contig_135
160	contig_138	contig_138
161	contig_139	contig_139
162	contig_14	contig_14
163	contig_140	contig_140
164	contig_141	contig_141
165	contig_142	contig_142
166	contig_144	contig_144
167	contig_145	contig_145
168	contig_146	contig_146
169	contig_147	contig_147
170	contig_15	contig_15
171	contig_150	contig_150
172	contig_151	contig_151
173	contig_154	contig_154
174	contig_155	contig_155
175	contig_156	contig_156
176	contig_158	contig_158
177	contig_159	contig_159
178	contig_16	contig_16
179	contig_161	contig_161
180	contig_163	contig_163
181	contig_164	contig_164
182	contig_165	contig_165
183	contig_166	contig_166
184	contig_167	contig_167
185	contig_168	contig_168
186	contig_170	contig_170
187	contig_171	contig_171
188	contig_172	contig_172
189	contig_173	contig_173
190	contig_174	contig_174
191	contig_175	contig_175
192	contig_177	contig_177
193	contig_178	contig_178
194	contig_179	contig_179
195	contig_18	contig_18
196	contig_180	contig_180
197	contig_181	contig_181
198	contig_182	contig_182
199	contig_183	contig_183
200	contig_184	contig_184
201	contig_185	contig_185
202	contig_186	contig_186
203	contig_187	contig_187
204	contig_188	contig_188
205	contig_189	contig_189
206	contig_19	contig_19
207	contig_190	contig_190
208	contig_191	contig_191
209	contig_192	contig_192
210	contig_193	contig_193
211	contig_194	contig_194
212	contig_195	contig_195
213	contig_196	contig_196
214	contig_197	contig_197
215	contig_198	contig_198
216	contig_2	contig_2
217	contig_20	contig_20
218	contig_200	contig_200
219	contig_201	contig_201
220	contig_202	contig_202
221	contig_204	contig_204
222	contig_205	contig_205
223	contig_206	contig_206
224	contig_208	contig_208
225	contig_209	contig_209
226	contig_21	contig_21
227	contig_210	contig_210
228	contig_211	contig_211
229	contig_212	contig_212
230	contig_214	contig_214
231	contig_215	contig_215
232	contig_216	contig_216
233	contig_218	contig_218
234	contig_219	contig_219
235	contig_22	contig_22
236	contig_220	contig_220
237	contig_221	contig_221
238	contig_222	contig_222
239	contig_223	contig_223
240	contig_225	contig_225
241	contig_226	contig_226
242	contig_227	contig_227
243	contig_229	contig_229
244	contig_230	contig_230
245	contig_231	contig_231
246	contig_232	contig_232
247	contig_233	contig_233
248	contig_234	contig_234
249	contig_235	contig_235
250	contig_236	contig_236
251	contig_24	contig_24
252	contig_240	contig_240
253	contig_242	contig_242
254	contig_243	contig_243
255	contig_244	contig_244
256	contig_245	contig_245
257	contig_246	contig_246
258	contig_248	contig_248
259	contig_249	contig_249
260	contig_25	contig_25
261	contig_251	contig_251
262	contig_252	contig_252
263	contig_253	contig_253
264	contig_254	contig_254
265	contig_255	contig_255
266	contig_256	contig_256
267	contig_257	contig_257
268	contig_258	contig_258
269	contig_259	contig_259
270	contig_26	contig_26
271	contig_260	contig_260
272	contig_261	contig_261
273	contig_262	contig_262
274	contig_264	contig_264
275	contig_265	contig_265
276	contig_267	contig_267
277	contig_269	contig_269
278	contig_270	contig_270
279	contig_271	contig_271
280	contig_272	contig_272
281	contig_273	contig_273
282	contig_274	contig_274
283	contig_275	contig_275
284	contig_276	contig_276
285	contig_277	contig_277
286	contig_278	contig_278
287	contig_279	contig_279
288	contig_280	contig_280
289	contig_281	contig_281
290	contig_282	contig_282
291	contig_283	contig_283
292	contig_284	contig_284
293	contig_286	contig_286
294	contig_287	contig_287
295	contig_29	contig_29
296	contig_290	contig_290
297	contig_292	contig_292
298	contig_294	contig_294
299	contig_295	contig_295
300	contig_296	contig_296
301	contig_297	contig_297
302	contig_299	contig_299
303	contig_3	contig_3
304	contig_301	contig_301
305	contig_302	contig_302
306	contig_303	contig_303
307	contig_305	contig_305
308	contig_307	contig_307
309	contig_309	contig_309
310	contig_31	contig_31
311	contig_311	contig_311
312	contig_312	contig_312
313	contig_315	contig_315
314	contig_316	contig_316
315	contig_317	contig_317
316	contig_319	contig_319
317	contig_320	contig_320
318	contig_322	contig_322
319	contig_324	contig_324
320	contig_325	contig_325
321	contig_328	contig_328
322	contig_33	contig_33
323	contig_330	contig_330
324	contig_332	contig_332
325	contig_334	contig_334
326	contig_335	contig_335
327	contig_336	contig_336
328	contig_337	contig_337
329	contig_338	contig_338
330	contig_34	contig_34
331	contig_340	contig_340
332	contig_342	contig_342
333	contig_344	contig_344
334	contig_346	contig_346
335	contig_347	contig_347
336	contig_349	contig_349
337	contig_351	contig_351
338	contig_352	contig_352
339	contig_354	contig_354
340	contig_355	contig_355
341	contig_356	contig_356
342	contig_357	contig_357
343	contig_358	contig_358
344	contig_359	contig_359
345	contig_36	contig_36
346	contig_362	contig_362
347	contig_363	contig_363
348	contig_364	contig_364
349	contig_365	contig_365
350	contig_366	contig_366
351	contig_368	contig_368
352	contig_369	contig_369
353	contig_37	contig_37
354	contig_370	contig_370
355	contig_371	contig_371
356	contig_372	contig_372
357	contig_373	contig_373
358	contig_374	contig_374
359	contig_375	contig_375
360	contig_376	contig_376
361	contig_379	contig_379
362	contig_380	contig_380
363	contig_381	contig_381
364	contig_382	contig_382
365	contig_383	contig_383
366	contig_384	contig_384
367	contig_386	contig_386
368	contig_387	contig_387
369	contig_389	contig_389
370	contig_391	contig_391
371	contig_393	contig_393
372	contig_394	contig_394
373	contig_397	contig_397
374	contig_398	contig_398
375	contig_4	contig_4
376	contig_400	contig_400
377	contig_402	contig_402
378	contig_403	contig_403
379	contig_405	contig_405
380	contig_406	contig_406
381	contig_407	contig_407
382	contig_408	contig_408
383	contig_41	contig_41
384	contig_410	contig_410
385	contig_411	contig_411
386	contig_414	contig_414
387	contig_415	contig_415
388	contig_416	contig_416
389	contig_418	contig_418
390	contig_419	contig_419
391	contig_420	contig_420
392	contig_421	contig_421
393	contig_423	contig_423
394	contig_425	contig_425
395	contig_427	contig_427
396	contig_428	contig_428
397	contig_43	contig_43
398	contig_431	contig_431
399	contig_432	contig_432
400	contig_433	contig_433
401	contig_436	contig_436
402	contig_437	contig_437
403	contig_438	contig_438
404	contig_439	contig_439
405	contig_44	contig_44
406	contig_441	contig_441
407	contig_443	contig_443
408	contig_446	contig_446
409	contig_447	contig_447
410	contig_448	contig_448
411	contig_449	contig_449
412	contig_45	contig_45
413	contig_450	contig_450
414	contig_451	contig_451
415	contig_453	contig_453
416	contig_455	contig_455
417	contig_456	contig_456
418	contig_457	contig_457
419	contig_458	contig_458
420	contig_459	contig_459
421	contig_46	contig_46
422	contig_460	contig_460
423	contig_461	contig_461
424	contig_462	contig_462
425	contig_463	contig_463
426	contig_464	contig_464
427	contig_465	contig_465
428	contig_466	contig_466
429	contig_467	contig_467
430	contig_468	contig_468
431	contig_47	contig_47
432	contig_470	contig_470
433	contig_472	contig_472
434	contig_473	contig_473
435	contig_474	contig_474
436	contig_475	contig_475
437	contig_477	contig_477
438	contig_478	contig_478
439	contig_48	contig_48
440	contig_480	contig_480
441	contig_482	contig_482
442	contig_483	contig_483
443	contig_485	contig_485
444	contig_487	contig_487
445	contig_489	contig_489
446	contig_49	contig_49
447	contig_490	contig_490
448	contig_491	contig_491
449	contig_492	contig_492
450	contig_493	contig_493
451	contig_496	contig_496
452	contig_497	contig_497
453	contig_5	contig_5
454	contig_500	contig_500
455	contig_502	contig_502
456	contig_503	contig_503
457	contig_504	contig_504
458	contig_506	contig_506
459	contig_507	contig_507
460	contig_508	contig_508
461	contig_509	contig_509
462	contig_51	contig_51
463	contig_510	contig_510
464	contig_511	contig_511
465	contig_512	contig_512
466	contig_513	contig_513
467	contig_514	contig_514
468	contig_515	contig_515
469	contig_516	contig_516
470	contig_517	contig_517
471	contig_519	contig_519
472	contig_520	contig_520
473	contig_521	contig_521
474	contig_522	contig_522
475	contig_524	contig_524
476	contig_525	contig_525
477	contig_526	contig_526
478	contig_527	contig_527
479	contig_529	contig_529
480	contig_53	contig_53
481	contig_530	contig_530
482	contig_531	contig_531
483	contig_532	contig_532
484	contig_533	contig_533
485	contig_534	contig_534
486	contig_535	contig_535
487	contig_537	contig_537
488	contig_538	contig_538
489	contig_539	contig_539
490	contig_540	contig_540
491	contig_541	contig_541
492	contig_542	contig_542
493	contig_543	contig_543
494	contig_544	contig_544
495	contig_546	contig_546
496	contig_547	contig_547
497	contig_548	contig_548
498	contig_55	contig_55
499	contig_550	contig_550
500	contig_551	contig_551
501	contig_552	contig_552
502	contig_553	contig_553
503	contig_555	contig_555
504	contig_557	contig_557
505	contig_558	contig_558
506	contig_559	contig_559
507	contig_561	contig_561
508	contig_562	contig_562
509	contig_563	contig_563
510	contig_564	contig_564
511	contig_565	contig_565
512	contig_567	contig_567
513	contig_568	contig_568
514	contig_569	contig_569
515	contig_57	contig_57
516	contig_571	contig_571
517	contig_572	contig_572
518	contig_574	contig_574
519	contig_576	contig_576
520	contig_577	contig_577
521	contig_579	contig_579
522	contig_58	contig_58
523	contig_580	contig_580
524	contig_581	contig_581
525	contig_582	contig_582
526	contig_584	contig_584
527	contig_585	contig_585
528	contig_586	contig_586
529	contig_587	contig_587
530	contig_588	contig_588
531	contig_589	contig_589
532	contig_59	contig_59
533	contig_592	contig_592
534	contig_593	contig_593
535	contig_596	contig_596
536	contig_598	contig_598
537	contig_599	contig_599
538	contig_6	contig_6
539	contig_60	contig_60
540	contig_600	contig_600
541	contig_601	contig_601
542	contig_603	contig_603
543	contig_605	contig_605
544	contig_606	contig_606
545	contig_607	contig_607
546	contig_61	contig_61
547	contig_610	contig_610
548	contig_612	contig_612
549	contig_613	contig_613
550	contig_614	contig_614
551	contig_615	contig_615
552	contig_616	contig_616
553	contig_617	contig_617
554	contig_618	contig_618
555	contig_619	contig_619
556	contig_62	contig_62
557	contig_620	contig_620
558	contig_624	contig_624
559	contig_625	contig_625
560	contig_627	contig_627
561	contig_628	contig_628
562	contig_629	contig_629
563	contig_631	contig_631
564	contig_634	contig_634
565	contig_636	contig_636
566	contig_637	contig_637
567	contig_639	contig_639
568	contig_64	contig_64
569	contig_640	contig_640
570	contig_641	contig_641
571	contig_642	contig_642
572	contig_643	contig_643
573	contig_644	contig_644
574	contig_645	contig_645
575	contig_647	contig_647
576	contig_648	contig_648
577	contig_649	contig_649
578	contig_65	contig_65
579	contig_650	contig_650
580	contig_651	contig_651
581	contig_652	contig_652
582	contig_653	contig_653
583	contig_654	contig_654
584	contig_656	contig_656
585	contig_657	contig_657
586	contig_658	contig_658
587	contig_659	contig_659
588	contig_661	contig_661
589	contig_662	contig_662
590	contig_663	contig_663
591	contig_664	contig_664
592	contig_665	contig_665
593	contig_666	contig_666
594	contig_667	contig_667
595	contig_668	contig_668
596	contig_669	contig_669
597	contig_67	contig_67
598	contig_670	contig_670
599	contig_671	contig_671
600	contig_672	contig_672
601	contig_673	contig_673
602	contig_674	contig_674
603	contig_675	contig_675
604	contig_676	contig_676
605	contig_677	contig_677
606	contig_678	contig_678
607	contig_679	contig_679
608	contig_68	contig_68
609	contig_680	contig_680
610	contig_681	contig_681
611	contig_684	contig_684
612	contig_685	contig_685
613	contig_686	contig_686
614	contig_687	contig_687
615	contig_689	contig_689
616	contig_69	contig_69
617	contig_690	contig_690
618	contig_692	contig_692
619	contig_693	contig_693
620	contig_694	contig_694
621	contig_695	contig_695
622	contig_696	contig_696
623	contig_698	contig_698
624	contig_7	contig_7
625	contig_700	contig_700
626	contig_701	contig_701
627	contig_702	contig_702
628	contig_704	contig_704
629	contig_706	contig_706
630	contig_707	contig_707
631	contig_709	contig_709
632	contig_71	contig_71
633	contig_711	contig_711
634	contig_712	contig_712
635	contig_715	contig_715
636	contig_717	contig_717
637	contig_719	contig_719
638	contig_72	contig_72
639	contig_721	contig_721
640	contig_722	contig_722
641	contig_724	contig_724
642	contig_726	contig_726
643	contig_727	contig_727
644	contig_728	contig_728
645	contig_729	contig_729
646	contig_73	contig_73
647	contig_730	contig_730
648	contig_731	contig_731
649	contig_732	contig_732
650	contig_733	contig_733
651	contig_734	contig_734
652	contig_735	contig_735
653	contig_738	contig_738
654	contig_739	contig_739
655	contig_74	contig_74
656	contig_740	contig_740
657	contig_741	contig_741
658	contig_743	contig_743
659	contig_744	contig_744
660	contig_747	contig_747
661	contig_748	contig_748
662	contig_75	contig_75
663	contig_750	contig_750
664	contig_756	contig_756
665	contig_758	contig_758
666	contig_759	contig_759
667	contig_760	contig_760
668	contig_761	contig_761
669	contig_762	contig_762
670	contig_763	contig_763
671	contig_764	contig_764
672	contig_765	contig_765
673	contig_766	contig_766
674	contig_767	contig_767
675	contig_768	contig_768
676	contig_769	contig_769
677	contig_77	contig_77
678	contig_771	contig_771
679	contig_773	contig_773
680	contig_774	contig_774
681	contig_776	contig_776
682	contig_777	contig_777
683	contig_778	contig_778
684	contig_779	contig_779
685	contig_78	contig_78
686	contig_780	contig_780
687	contig_781	contig_781
688	contig_782	contig_782
689	contig_783	contig_783
690	contig_785	contig_785
691	contig_788	contig_788
692	contig_789	contig_789
693	contig_79	contig_79
694	contig_790	contig_790
695	contig_792	contig_792
696	contig_794	contig_794
697	contig_795	contig_795
698	contig_797	contig_797
699	contig_798	contig_798
700	contig_8	contig_8
701	contig_80	contig_80
702	contig_800	contig_800
703	contig_801	contig_801
704	contig_803	contig_803
705	contig_804	contig_804
706	contig_805	contig_805
707	contig_806	contig_806
708	contig_807	contig_807
709	contig_809	contig_809
710	contig_81	contig_81
711	contig_810	contig_810
712	contig_812	contig_812
713	contig_813	contig_813
714	contig_815	contig_815
715	contig_817	contig_817
716	contig_818	contig_818
717	contig_82	contig_82
718	contig_823	contig_823
719	contig_824	contig_824
720	contig_827	contig_827
721	contig_828	contig_828
722	contig_83	contig_83
723	contig_830	contig_830
724	contig_832	contig_832
725	contig_833	contig_833
726	contig_834	contig_834
727	contig_835	contig_835
728	contig_838	contig_838
729	contig_839	contig_839
730	contig_84	contig_84
731	contig_841	contig_841
732	contig_843	contig_843
733	contig_844	contig_844
734	contig_845	contig_845
735	contig_846	contig_846
736	contig_847	contig_847
737	contig_848	contig_848
738	contig_85	contig_85
739	contig_850	contig_850
740	contig_852	contig_852
741	contig_853	contig_853
742	contig_855	contig_855
743	contig_856	contig_856
744	contig_858	contig_858
745	contig_86	contig_86
746	contig_860	contig_860
747	contig_861	contig_861
748	contig_864	contig_864
749	contig_865	contig_865
750	contig_866	contig_866
751	contig_867	contig_867
752	contig_869	contig_869
753	contig_87	contig_87
754	contig_871	contig_871
755	contig_872	contig_872
756	contig_875	contig_875
757	contig_876	contig_876
758	contig_878	contig_878
759	contig_880	contig_880
760	contig_881	contig_881
761	contig_883	contig_883
762	contig_884	contig_884
763	contig_885	contig_885
764	contig_887	contig_887
765	contig_888	contig_888
766	contig_889	contig_889
767	contig_89	contig_89
768	contig_890	contig_890
769	contig_891	contig_891
770	contig_892	contig_892
771	contig_893	contig_893
772	contig_896	contig_896
773	contig_898	contig_898
774	contig_9	contig_9
775	contig_900	contig_900
776	contig_902	contig_902
777	contig_903	contig_903
778	contig_904	contig_904
779	contig_906	contig_906
780	contig_908	contig_908
781	contig_909	contig_909
782	contig_91	contig_91
783	contig_910	contig_910
784	contig_911	contig_911
785	contig_912	contig_912
786	contig_914	contig_914
787	contig_915	contig_915
788	contig_916	contig_916
789	contig_918	contig_918
790	contig_92	contig_92
791	contig_920	contig_920
792	contig_923	contig_923
793	contig_924	contig_924
794	contig_926	contig_926
795	contig_927	contig_927
796	contig_929	contig_929
797	contig_930	contig_930
798	contig_931	contig_931
799	contig_934	contig_934
800	contig_935	contig_935
801	contig_936	contig_936
802	contig_938	contig_938
803	contig_94	contig_94
804	contig_940	contig_940
805	contig_942	contig_942
806	contig_944	contig_944
807	contig_946	contig_946
808	contig_947	contig_947
809	contig_948	contig_948
810	contig_95	contig_95
811	contig_950	contig_950
812	contig_951	contig_951
813	contig_952	contig_952
814	contig_953	contig_953
815	contig_954	contig_954
816	contig_955	contig_955
817	contig_956	contig_956
818	contig_957	contig_957
819	contig_959	contig_959
820	contig_960	contig_960
821	contig_961	contig_961
822	contig_962	contig_962
823	contig_963	contig_963
824	contig_964	contig_964
825	contig_965	contig_965
826	contig_966	contig_966
827	contig_968	contig_968
828	contig_970	contig_970
829	contig_972	contig_972
830	contig_974	contig_974
831	contig_975	contig_975
832	contig_978	contig_978
833	contig_979	contig_979
834	contig_98	contig_98
835	contig_980	contig_980
836	contig_981	contig_981
837	contig_982	contig_982
838	contig_983	contig_983
839	contig_985	contig_985
840	contig_986	contig_986
841	contig_987	contig_987
842	contig_988	contig_988
843	contig_989	contig_989
844	contig_99	contig_99
845	contig_990	contig_990
846	contig_991	contig_991
847	contig_992	contig_992
848	contig_993	contig_993
849	contig_996	contig_996
850	contig_997	contig_997
851	contig_999	contig_999
